candidate_id,semantic_score,skill_match,matched_skills,experience,github,profile_score,response_rate,open_to_work,final_score
CAND_0008111,0.6383,0.0,,6.6,-1.0,30.2,0.36,False,0.4771
CAND_0036819,0.643,0.2,"embeddings, faiss, langchain, pinecone, rag",4.8,-1.0,54.3,0.06,False,0.4765
CAND_0081472,0.6569,0.2,"embeddings, faiss, llms, pinecone, rag",2.2,17.6,52.5,0.75,True,0.4765
CAND_0081145,0.6332,0.12,"langchain, llms, pinecone",5.7,-1.0,31.3,0.41,False,0.4765
CAND_0034412,0.6426,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",3.5,-1.0,61.4,0.61,False,0.4763
CAND_0082158,0.6663,0.2,"faiss, langchain, llms, pinecone, rag",1.9,-1.0,81.9,0.47,True,0.4762
CAND_0042346,0.632,0.0,,5.2,-1.0,84.6,0.46,False,0.4761
CAND_0036568,0.639,0.12,"embeddings, faiss, rag",4.7,-1.0,61.6,0.46,False,0.4761
CAND_0056887,0.6401,0.12,"faiss, pinecone, rag",4.7,-1.0,80.5,0.12,False,0.4759
CAND_0021708,0.6492,0.12,"embeddings, llms, rag",4.7,38.2,39.0,0.27,False,0.4757
CAND_0062533,0.6319,0.12,"embeddings, faiss, rag",4.9,-1.0,44.7,0.66,False,0.4741
CAND_0060331,0.6341,0.0,,4.6,-1.0,64.2,0.43,True,0.4741
CAND_0096583,0.6411,0.16,"faiss, langchain, llms, rag",2.3,33.3,73.1,0.54,True,0.4733
CAND_0077696,0.6432,0.08,"langchain, rag",5.8,-1.0,43.9,0.05,False,0.473
CAND_0085982,0.6357,0.12,"embeddings, faiss, rag",4.0,-1.0,83.0,0.51,False,0.4726
CAND_0028590,0.6369,0.08,"pinecone, rag",4.7,-1.0,74.5,0.36,False,0.4725
CAND_0016197,0.6388,0.08,"embeddings, langchain",4.7,-1.0,25.5,0.46,True,0.472
CAND_0007177,0.6499,0.16,"embeddings, faiss, pinecone, rag",4.0,-1.0,58.6,0.44,False,0.4715
CAND_0089871,0.6364,0.2,"embeddings, faiss, langchain, llms, rag",2.2,-1.0,73.0,0.75,True,0.4712
CAND_0055026,0.6387,0.08,"faiss, pinecone",2.8,10.7,84.5,0.61,True,0.4711
CAND_0009169,0.6327,0.16,"embeddings, langchain, pinecone, rag",3.5,-1.0,70.4,0.18,True,0.471
CAND_0023074,0.6489,0.2,"embeddings, faiss, langchain, pinecone, rag",4.0,-1.0,25.2,0.13,True,0.4709
CAND_0091175,0.6366,0.16,"embeddings, faiss, langchain, pinecone",4.2,-1.0,84.4,0.08,False,0.4709
CAND_0061903,0.6416,0.08,"langchain, pinecone",4.3,-1.0,58.7,0.76,False,0.4709
CAND_0021255,0.6438,0.2,"embeddings, faiss, langchain, llms, rag",2.2,-1.0,60.2,0.78,True,0.4694
CAND_0031674,0.6324,0.0,,6.0,-1.0,62.6,0.06,False,0.4693
CAND_0063658,0.6351,0.16,"embeddings, faiss, langchain, llms",2.6,42.7,81.6,0.07,True,0.4693
CAND_0052722,0.6338,0.2,"embeddings, faiss, langchain, pinecone, rag",3.6,-1.0,80.6,0.3,False,0.4682
CAND_0041799,0.6378,0.2,"embeddings, faiss, langchain, pinecone, rag",4.1,27.2,47.5,0.16,False,0.4676
CAND_0030467,0.6378,0.0,,6.4,-1.0,32.3,0.15,False,0.4675
CAND_0056408,0.6522,0.08,"embeddings, llms",4.6,10.5,45.2,0.38,False,0.4673
CAND_0018304,0.6345,0.12,"faiss, llms, pinecone",4.5,-1.0,45.4,0.64,False,0.4671
CAND_0004236,0.6336,0.2,"embeddings, faiss, langchain, pinecone, rag",4.8,-1.0,33.6,0.24,False,0.4668
CAND_0061361,0.6429,0.16,"embeddings, langchain, pinecone, rag",3.6,-1.0,77.6,0.35,False,0.4667
CAND_0082803,0.6323,0.2,"faiss, langchain, llms, pinecone, rag",2.5,-1.0,83.4,0.29,True,0.4666
CAND_0097515,0.638,0.0,,5.6,-1.0,55.6,0.22,False,0.4654
CAND_0048795,0.6443,0.12,"faiss, llms, pinecone",4.3,-1.0,60.4,0.3,False,0.4654
CAND_0093770,0.6387,0.16,"embeddings, langchain, pinecone, rag",3.7,-1.0,69.9,0.42,False,0.4649
CAND_0040027,0.6345,0.12,"faiss, langchain, llms",4.5,-1.0,60.0,0.32,False,0.4648
CAND_0065541,0.6469,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",1.4,-1.0,81.8,0.53,True,0.4642
CAND_0052742,0.6325,0.12,"faiss, langchain, pinecone",4.5,-1.0,49.0,0.51,False,0.4641
CAND_0092753,0.6396,0.12,"embeddings, langchain, pinecone",3.6,-1.0,79.8,0.47,False,0.4638
CAND_0092796,0.6497,0.2,"embeddings, faiss, langchain, pinecone, rag",3.3,-1.0,69.4,0.27,False,0.4636
CAND_0069889,0.6322,0.2,"embeddings, langchain, llms, pinecone, rag",2.5,15.7,45.7,0.66,True,0.4635
CAND_0095909,0.6357,0.16,"embeddings, faiss, pinecone, rag",4.1,-1.0,69.1,0.17,False,0.4635
CAND_0087311,0.6509,0.2,"embeddings, faiss, langchain, pinecone, rag",3.5,-1.0,51.7,0.39,False,0.463
CAND_0091454,0.6449,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",2.2,-1.0,75.6,0.75,False,0.4627
CAND_0016550,0.6395,0.2,"faiss, langchain, llms, pinecone, rag",4.2,-1.0,53.2,0.06,False,0.4621
CAND_0087775,0.6321,0.2,"embeddings, faiss, langchain, pinecone, rag",3.3,31.6,74.8,0.1,False,0.4619
CAND_0078263,0.6492,0.16,"embeddings, faiss, llms, rag",2.5,-1.0,56.4,0.5,True,0.4618
CAND_0035411,0.644,0.12,"embeddings, langchain, rag",2.3,-1.0,71.9,0.66,True,0.4617
CAND_0060252,0.6407,0.2,"embeddings, faiss, langchain, llms, rag",2.3,-1.0,81.5,0.15,True,0.4616
CAND_0021680,0.6396,0.16,"embeddings, langchain, pinecone, rag",3.2,-1.0,36.9,0.51,True,0.4616
CAND_0086350,0.6427,0.2,"embeddings, langchain, llms, pinecone, rag",1.5,-1.0,80.0,0.67,True,0.4614
CAND_0085475,0.6335,0.16,"faiss, llms, pinecone, rag",2.9,30.9,83.8,0.37,False,0.461
CAND_0034641,0.6361,0.16,"embeddings, faiss, llms, pinecone",3.6,-1.0,84.7,0.15,False,0.4609
CAND_0020313,0.634,0.08,"embeddings, faiss",3.9,-1.0,61.6,0.77,False,0.4609
CAND_0061365,0.6383,0.16,"embeddings, faiss, pinecone, rag",3.7,38.4,52.1,0.2,False,0.4607
CAND_0001419,0.6481,0.16,"faiss, llms, pinecone, rag",1.8,19.2,71.4,0.5,True,0.4605
CAND_0051343,0.6339,0.12,"embeddings, faiss, rag",3.8,-1.0,52.9,0.77,False,0.4605
CAND_0001406,0.6377,0.08,"langchain, rag",5.0,-1.0,46.6,0.21,False,0.4604
CAND_0061102,0.6502,0.2,"embeddings, faiss, langchain, pinecone, rag",2.1,26.0,75.8,0.58,False,0.4602
CAND_0083203,0.6496,0.16,"embeddings, faiss, langchain, rag",3.4,-1.0,31.8,0.2,True,0.4587
CAND_0047472,0.634,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",2.7,-1.0,69.2,0.56,False,0.4584
CAND_0030732,0.6422,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",1.8,32.8,84.6,0.43,False,0.4582
CAND_0014110,0.637,0.0,,4.4,-1.0,68.1,0.58,False,0.458
CAND_0002752,0.6424,0.12,"embeddings, faiss, langchain",4.6,-1.0,29.6,0.36,False,0.4568
CAND_0060251,0.6382,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",2.0,29.2,46.8,0.31,True,0.4566
CAND_0076274,0.6342,0.2,"embeddings, faiss, langchain, pinecone, rag",2.8,-1.0,43.1,0.39,True,0.4564
CAND_0055763,0.6429,0.12,"embeddings, faiss, rag",3.8,2.0,53.8,0.45,False,0.4564
CAND_0069779,0.6417,0.2,"faiss, langchain, llms, pinecone, rag",2.3,-1.0,79.7,0.65,False,0.4562
CAND_0025633,0.6392,0.08,"langchain, pinecone",4.3,-1.0,55.5,0.36,False,0.4562
CAND_0066324,0.6351,0.08,"langchain, rag",3.5,-1.0,47.4,0.42,True,0.4559
CAND_0043034,0.6438,0.16,"embeddings, langchain, pinecone, rag",3.7,-1.0,46.3,0.43,False,0.4559
CAND_0054647,0.643,0.2,"embeddings, faiss, llms, pinecone, rag",3.2,-1.0,47.8,0.54,False,0.4556
CAND_0091863,0.6365,0.16,"embeddings, faiss, langchain, pinecone",2.5,-1.0,68.4,0.3,True,0.4555
CAND_0057972,0.6376,0.12,"embeddings, pinecone, rag",4.4,-1.0,57.6,0.05,False,0.4551
CAND_0080526,0.6373,0.16,"langchain, llms, pinecone, rag",4.3,-1.0,38.1,0.24,False,0.4549
CAND_0002813,0.6357,0.2,"embeddings, faiss, llms, pinecone, rag",3.7,-1.0,47.2,0.31,False,0.4547
CAND_0095574,0.6323,0.2,"embeddings, faiss, llms, pinecone, rag",2.6,-1.0,77.2,0.57,False,0.4538
CAND_0098550,0.634,0.16,"embeddings, langchain, llms, rag",4.0,-1.0,40.8,0.4,False,0.4534
CAND_0097246,0.6559,0.12,"embeddings, langchain, pinecone",4.2,-1.0,35.9,0.18,False,0.4533
CAND_0074559,0.6472,0.2,"embeddings, faiss, langchain, llms, rag",2.5,-1.0,82.7,0.28,False,0.4533
CAND_0076719,0.6432,0.16,"faiss, llms, pinecone, rag",2.7,-1.0,65.4,0.68,False,0.4527
CAND_0002601,0.6542,0.12,"embeddings, llms, pinecone",3.9,-1.0,44.8,0.24,False,0.4527
CAND_0085330,0.634,0.16,"faiss, llms, pinecone, rag",3.1,-1.0,61.1,0.64,False,0.4527
CAND_0010621,0.6353,0.16,"embeddings, faiss, langchain, pinecone",2.5,-1.0,42.6,0.64,True,0.4522
CAND_0095844,0.6454,0.12,"langchain, llms, rag",4.1,-1.0,44.9,0.23,False,0.4521
CAND_0083062,0.6349,0.16,"embeddings, faiss, langchain, llms",4.2,15.5,26.0,0.3,False,0.4521
CAND_0005357,0.6324,0.16,"faiss, llms, pinecone, rag",2.5,-1.0,66.1,0.29,True,0.452
CAND_0087876,0.656,0.12,"embeddings, faiss, rag",1.6,-1.0,73.1,0.58,True,0.4519
CAND_0041270,0.6347,0.0,,4.9,-1.0,47.2,0.43,False,0.4519
CAND_0023237,0.6397,0.2,"embeddings, faiss, langchain, pinecone, rag",4.2,-1.0,29.5,0.11,False,0.4519
CAND_0033000,0.6372,0.16,"langchain, llms, pinecone, rag",2.1,-1.0,64.5,0.49,True,0.4516
CAND_0008875,0.6433,0.12,"embeddings, faiss, pinecone",4.0,-1.0,46.8,0.28,False,0.4514
CAND_0051474,0.6457,0.12,"embeddings, faiss, langchain",3.3,12.8,78.1,0.05,False,0.4512
CAND_0040730,0.6417,0.16,"embeddings, llms, pinecone, rag",3.0,20.5,60.2,0.32,False,0.4507
CAND_0068560,0.6341,0.12,"faiss, langchain, llms",3.5,-1.0,76.9,0.23,False,0.4504
CAND_0099080,0.6439,0.16,"embeddings, faiss, langchain, llms",3.2,-1.0,71.8,0.14,False,0.4501
CAND_0026708,0.6396,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",1.7,-1.0,57.0,0.39,True,0.45
CAND_0083657,0.6342,0.2,"embeddings, faiss, langchain, llms, pinecone",2.7,-1.0,77.9,0.33,False,0.45
CAND_0059099,0.6331,0.16,"faiss, langchain, pinecone, rag",2.6,48.4,75.3,0.17,False,0.4498
CAND_0050679,0.6625,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",2.3,-1.0,63.4,0.16,False,0.4498
CAND_0061868,0.6405,0.2,"embeddings, faiss, langchain, pinecone, rag",2.4,24.9,29.4,0.3,True,0.4494
CAND_0095685,0.6591,0.16,"embeddings, langchain, llms, rag",2.5,-1.0,65.6,0.43,False,0.4492
CAND_0042378,0.6402,0.16,"embeddings, langchain, pinecone, rag",3.3,-1.0,63.7,0.24,False,0.4491
CAND_0098680,0.6404,0.16,"embeddings, faiss, llms, pinecone",3.2,-1.0,35.6,0.76,False,0.4488
CAND_0035349,0.6337,0.2,"faiss, langchain, llms, pinecone, rag",3.8,-1.0,31.4,0.34,False,0.4487
CAND_0030680,0.6366,0.08,"embeddings, llms",2.0,-1.0,76.1,0.67,True,0.4484
CAND_0082874,0.6326,0.2,"embeddings, faiss, langchain, llms, pinecone",2.0,-1.0,39.1,0.73,True,0.4478
CAND_0049122,0.6333,0.2,"embeddings, faiss, langchain, llms, pinecone",3.5,-1.0,51.1,0.18,False,0.4476
CAND_0066422,0.6374,0.16,"langchain, llms, pinecone, rag",3.5,12.1,25.2,0.61,False,0.4472
CAND_0023306,0.6405,0.2,"embeddings, faiss, langchain, llms, pinecone",2.9,-1.0,68.7,0.14,False,0.4468
CAND_0035680,0.6358,0.16,"faiss, langchain, pinecone, rag",2.3,-1.0,60.0,0.27,True,0.446
CAND_0043313,0.6329,0.04,llms,2.0,29.6,72.0,0.61,True,0.4456
CAND_0056158,0.6405,0.16,"embeddings, langchain, llms, pinecone",3.1,26.5,44.7,0.28,False,0.445
CAND_0083168,0.6397,0.2,"embeddings, faiss, langchain, llms, pinecone",1.5,-1.0,81.7,0.14,True,0.4449
CAND_0088375,0.6338,0.16,"embeddings, faiss, langchain, pinecone",1.4,18.1,69.9,0.52,True,0.4449
CAND_0016241,0.6329,0.12,"faiss, pinecone, rag",4.5,-1.0,25.6,0.24,False,0.4444
CAND_0034298,0.64,0.0,,5.2,-1.0,30.5,0.15,False,0.4438
CAND_0063635,0.6318,0.12,"llms, pinecone, rag",2.6,-1.0,31.9,0.69,True,0.4425
CAND_0008809,0.6386,0.08,"langchain, rag",3.8,-1.0,49.9,0.34,False,0.4425
CAND_0015367,0.6438,0.12,"embeddings, pinecone, rag",1.9,-1.0,56.0,0.54,True,0.4421
CAND_0053258,0.647,0.2,"embeddings, faiss, langchain, pinecone, rag",1.6,-1.0,25.2,0.74,True,0.4403
CAND_0073765,0.6385,0.2,"embeddings, faiss, langchain, pinecone, rag",1.9,3.4,39.2,0.41,True,0.4402
CAND_0087192,0.6415,0.12,"faiss, llms, pinecone",2.8,-1.0,67.0,0.39,False,0.44
CAND_0095500,0.6361,0.0,,5.0,-1.0,34.6,0.15,False,0.4399
CAND_0011766,0.6368,0.12,"faiss, pinecone, rag",3.1,-1.0,50.5,0.5,False,0.4387
CAND_0028465,0.6418,0.08,"llms, rag",3.4,-1.0,51.5,0.39,False,0.4383
CAND_0038038,0.6344,0.16,"embeddings, faiss, langchain, llms",3.6,-1.0,32.9,0.26,False,0.4374
CAND_0081857,0.6364,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",2.5,-1.0,54.3,0.2,False,0.4373
CAND_0066733,0.6417,0.2,"embeddings, faiss, langchain, pinecone, rag",1.9,-1.0,59.0,0.63,False,0.4373
CAND_0047159,0.6488,0.12,"langchain, llms, rag",1.9,23.6,77.7,0.36,False,0.4371
CAND_0056089,0.6436,0.12,"embeddings, langchain, rag",2.2,26.3,71.8,0.31,False,0.4369
CAND_0069343,0.6429,0.04,llms,3.5,-1.0,69.1,0.15,False,0.4365
CAND_0060220,0.6535,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",1.6,-1.0,40.4,0.71,False,0.4362
CAND_0086760,0.6396,0.08,"langchain, rag",3.6,0.4,49.9,0.23,False,0.4357
CAND_0004980,0.6435,0.2,"embeddings, langchain, llms, pinecone, rag",1.4,-1.0,35.0,0.61,True,0.4356
CAND_0030693,0.6362,0.2,"embeddings, faiss, langchain, pinecone, rag",1.9,-1.0,44.7,0.23,True,0.4354
CAND_0082960,0.6422,0.08,"embeddings, llms",2.5,25.0,56.9,0.53,False,0.435
CAND_0013533,0.6436,0.12,"embeddings, faiss, pinecone",2.4,-1.0,61.2,0.53,False,0.4343
CAND_0096760,0.6341,0.16,"embeddings, faiss, llms, pinecone",3.4,-1.0,25.6,0.41,False,0.4342
CAND_0068413,0.6346,0.08,"faiss, langchain",3.7,35.3,34.3,0.1,False,0.434
CAND_0016178,0.6383,0.2,"embeddings, faiss, langchain, llms, rag",1.3,12.0,64.9,0.75,False,0.4337
CAND_0088401,0.6419,0.0,,3.5,-1.0,27.8,0.28,True,0.4333
CAND_0064011,0.6383,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",1.6,-1.0,45.9,0.76,False,0.4329
CAND_0031820,0.6356,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",1.0,-1.0,66.7,0.17,True,0.4323
CAND_0064581,0.636,0.2,"faiss, langchain, llms, pinecone, rag",2.5,-1.0,44.6,0.39,False,0.432
CAND_0002534,0.6367,0.16,"faiss, llms, pinecone, rag",2.2,4.9,65.4,0.38,False,0.4319
CAND_0019696,0.6425,0.2,"embeddings, langchain, llms, pinecone, rag",1.7,-1.0,79.0,0.23,False,0.4317
CAND_0049095,0.6407,0.08,"embeddings, faiss",2.8,-1.0,73.0,0.22,False,0.4315
CAND_0084087,0.6392,0.12,"faiss, langchain, pinecone",3.4,-1.0,40.7,0.15,False,0.4305
CAND_0022676,0.6336,0.2,"embeddings, faiss, llms, pinecone, rag",2.1,31.2,40.4,0.39,False,0.4301
CAND_0071770,0.6478,0.08,"faiss, langchain",1.7,44.6,73.6,0.33,False,0.43
CAND_0056956,0.6386,0.16,"embeddings, faiss, llms, pinecone",2.7,4.3,32.6,0.48,False,0.4293
CAND_0030141,0.6461,0.16,"embeddings, faiss, langchain, pinecone",2.3,2.2,63.1,0.13,False,0.4291
CAND_0057180,0.6341,0.12,"embeddings, langchain, rag",2.4,-1.0,62.4,0.49,False,0.429
CAND_0066098,0.6486,0.16,"langchain, llms, pinecone, rag",2.4,-1.0,51.1,0.21,False,0.4281
CAND_0026513,0.643,0.16,"faiss, langchain, llms, pinecone",1.1,11.7,50.5,0.39,True,0.428
CAND_0036229,0.6403,0.12,"embeddings, langchain, rag",2.6,-1.0,63.3,0.16,False,0.4266
CAND_0076096,0.6335,0.16,"embeddings, langchain, llms, pinecone",1.3,9.9,67.8,0.76,False,0.4264
CAND_0085252,0.6414,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",1.7,-1.0,35.3,0.57,False,0.4255
CAND_0081206,0.6437,0.08,"llms, pinecone",2.8,-1.0,36.1,0.55,False,0.4244
CAND_0059303,0.6328,0.0,,2.8,7.5,73.6,0.43,False,0.4243
CAND_0068542,0.6319,0.0,,2.4,-1.0,39.0,0.69,True,0.4241
CAND_0022796,0.6406,0.2,"embeddings, faiss, langchain, pinecone, rag",1.2,-1.0,65.8,0.56,False,0.424
CAND_0040916,0.6403,0.16,"embeddings, faiss, llms, pinecone",1.6,-1.0,32.8,0.38,True,0.4239
CAND_0041349,0.6389,0.12,"embeddings, llms, rag",1.4,6.2,76.4,0.61,False,0.4238
CAND_0020516,0.6364,0.12,"llms, pinecone, rag",2.8,5.2,27.4,0.54,False,0.4237
CAND_0098722,0.6316,0.16,"embeddings, langchain, llms, rag",2.6,-1.0,56.7,0.11,False,0.4235
CAND_0080186,0.6353,0.12,"embeddings, llms, rag",1.6,40.8,60.6,0.42,False,0.4228
CAND_0009229,0.6516,0.16,"embeddings, faiss, llms, pinecone",1.5,-1.0,56.1,0.5,False,0.4228
CAND_0053064,0.6366,0.08,"faiss, rag",1.7,-1.0,44.9,0.53,True,0.4226
CAND_0020382,0.6325,0.0,,1.8,20.6,48.9,0.64,True,0.4221
CAND_0052736,0.6342,0.2,"embeddings, faiss, langchain, pinecone, rag",2.5,-1.0,33.3,0.28,False,0.4221
CAND_0081523,0.6494,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",1.2,-1.0,28.4,0.77,False,0.422
CAND_0019684,0.6466,0.2,"embeddings, faiss, llms, pinecone, rag",1.2,-1.0,48.7,0.67,False,0.4218
CAND_0037613,0.6373,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",1.3,-1.0,37.5,0.73,False,0.4213
CAND_0041255,0.6529,0.16,"faiss, langchain, pinecone, rag",1.5,-1.0,53.0,0.45,False,0.4204
CAND_0004193,0.6332,0.16,"embeddings, faiss, llms, pinecone",2.2,-1.0,30.3,0.63,False,0.4186
CAND_0020974,0.6555,0.16,"embeddings, langchain, llms, pinecone",1.1,-1.0,81.4,0.1,False,0.4174
CAND_0010363,0.6373,0.04,llms,2.2,-1.0,61.8,0.59,False,0.4173
CAND_0005914,0.6526,0.16,"embeddings, llms, pinecone, rag",1.0,-1.0,49.4,0.67,False,0.4151
CAND_0047215,0.6386,0.2,"embeddings, faiss, langchain, pinecone, rag",1.5,-1.0,43.6,0.4,False,0.4131
CAND_0052011,0.6379,0.12,"embeddings, faiss, langchain",1.8,-1.0,32.1,0.09,True,0.4117
CAND_0065302,0.6361,0.16,"embeddings, faiss, langchain, pinecone",1.1,-1.0,79.0,0.27,False,0.4116
CAND_0028777,0.6353,0.08,"embeddings, pinecone",2.0,-1.0,59.2,0.38,False,0.4106
CAND_0033739,0.635,0.2,"embeddings, faiss, langchain, llms, rag",1.4,-1.0,46.0,0.4,False,0.4105
CAND_0097390,0.6387,0.0,,1.9,-1.0,75.5,0.49,False,0.4098
CAND_0002126,0.6514,0.04,rag,2.0,-1.0,32.0,0.07,True,0.4098
CAND_0080810,0.6366,0.16,"embeddings, faiss, pinecone, rag",1.2,-1.0,72.5,0.2,False,0.4085
CAND_0053166,0.6337,0.16,"embeddings, faiss, langchain, llms",1.5,39.6,26.4,0.41,False,0.4082
CAND_0086190,0.6404,0.16,"embeddings, faiss, langchain, pinecone",1.8,-1.0,47.3,0.13,False,0.4077
CAND_0096694,0.6321,0.16,"faiss, langchain, llms, rag",1.2,-1.0,55.1,0.47,False,0.4057
CAND_0015108,0.6315,0.08,"faiss, pinecone",2.4,-1.0,33.9,0.42,False,0.4053
CAND_0046822,0.6431,0.08,"pinecone, rag",1.3,25.0,66.0,0.17,False,0.4052
CAND_0033393,0.6377,0.16,"faiss, langchain, llms, pinecone",1.8,-1.0,28.2,0.38,False,0.4044
CAND_0050930,0.6321,0.08,"faiss, langchain",2.2,-1.0,27.4,0.6,False,0.4038
CAND_0047084,0.6405,0.24,"embeddings, faiss, langchain, llms, pinecone, rag",1.2,-1.0,37.7,0.14,False,0.4033
CAND_0010936,0.6369,0.08,"langchain, pinecone",1.0,11.0,57.3,0.69,False,0.4031
CAND_0051304,0.6443,0.16,"embeddings, faiss, llms, rag",1.8,-1.0,35.7,0.1,False,0.403
CAND_0078963,0.6343,0.2,"embeddings, langchain, llms, pinecone, rag",1.7,2.2,27.6,0.2,False,0.4016
CAND_0042913,0.6337,0.12,"embeddings, faiss, rag",1.4,-1.0,58.5,0.3,False,0.4011
CAND_0030322,0.6327,0.0,,1.5,48.1,47.2,0.49,False,0.3991
CAND_0083678,0.6342,0.12,"embeddings, langchain, llms",1.8,-1.0,36.1,0.32,False,0.3988
CAND_0024644,0.6475,0.12,"faiss, langchain, llms",1.0,39.5,36.4,0.18,False,0.3972
CAND_0002346,0.636,0.12,"embeddings, langchain, llms",1.1,-1.0,47.4,0.49,False,0.3964
CAND_0063707,0.6497,0.08,"langchain, pinecone",1.2,12.7,34.8,0.21,False,0.3883
